region_code,region,tipo_de_captación,periodo,total
00,Total Nacional,Total,2022,3.405.171
00,Total Nacional,Total,2020,3.238.172
00,Total Nacional,Total,2018,3.178.653
00,Total Nacional,Total,2016,3.553.637
00,Total Nacional,Total,2014,3.599.437
00,Total Nacional,Total,2013,3.735.690
00,Total Nacional,Total,2012,3.562.119
00,Total Nacional,Total,2011,3.391.477
00,Total Nacional,Total,2010,3.635.655
00,Total Nacional,Total,2009,3.739.127
00,Total Nacional,Total,2008,3.757.106
00,Total Nacional,Total,2007,3.762.619
00,Total Nacional,Total,2006,3.840.220
00,Total Nacional,Total,2005,4.066.341
00,Total Nacional,Total,2004,4.193.613
00,Total Nacional,Total,2003,4.214.160
00,Total Nacional,Total,2002,4.105.632
00,Total Nacional,Total,2001,4.183.657
00,Total Nacional,Total,2000,4.013.562
00,Total Nacional,Aguas superficiales,2022,2.260.877
00,Total Nacional,Aguas superficiales,2020,2.153.165
00,Total Nacional,Aguas superficiales,2018,2.040.822
00,Total Nacional,Aguas superficiales,2016,2.332.169
00,Total Nacional,Aguas superficiales,2014,2.436.040
00,Total Nacional,Aguas superficiales,2013,2.479.923
00,Total Nacional,Aguas superficiales,2012,2.402.343
00,Total Nacional,Aguas superficiales,2011,2.258.931
00,Total Nacional,Aguas superficiales,2010,2.463.835
00,Total Nacional,Aguas superficiales,2009,2.517.139
00,Total Nacional,Aguas superficiales,2008,2.443.677
00,Total Nacional,Aguas superficiales,2007,2.406.481
00,Total Nacional,Aguas superficiales,2006,2.511.679
00,Total Nacional,Aguas superficiales,2005,2.811.633
00,Total Nacional,Aguas superficiales,2004,2.978.828
00,Total Nacional,Aguas superficiales,2003,2.906.338
00,Total Nacional,Aguas superficiales,2002,2.980.542
00,Total Nacional,Aguas superficiales,2001,3.094.641
00,Total Nacional,Aguas superficiales,2000,2.999.577
00,Total Nacional,Aguas subterráneas,2022,827.843
00,Total Nacional,Aguas subterráneas,2020,892.819
00,Total Nacional,Aguas subterráneas,2018,983.895
00,Total Nacional,Aguas subterráneas,2016,1.050.738
00,Total Nacional,Aguas subterráneas,2014,1.003.828
00,Total Nacional,Aguas subterráneas,2013,1.124.635
00,Total Nacional,Aguas subterráneas,2012,1.057.111
00,Total Nacional,Aguas subterráneas,2011,1.004.668
00,Total Nacional,Aguas subterráneas,2010,1.065.852
00,Total Nacional,Aguas subterráneas,2009,1.118.600
00,Total Nacional,Aguas subterráneas,2008,1.212.979
00,Total Nacional,Aguas subterráneas,2007,1.226.742
00,Total Nacional,Aguas subterráneas,2006,1.220.691
00,Total Nacional,Aguas subterráneas,2005,1.147.594
00,Total Nacional,Aguas subterráneas,2004,1.094.961
00,Total Nacional,Aguas subterráneas,2003,1.179.605
00,Total Nacional,Aguas subterráneas,2002,996.163
00,Total Nacional,Aguas subterráneas,2001,970.566
00,Total Nacional,Aguas subterráneas,2000,928.413
00,Total Nacional,Desalación,2022,316.451
00,Total Nacional,Desalación,2020,192.188
00,Total Nacional,Desalación,2018,153.936
00,Total Nacional,Desalación,2016,170.730
00,Total Nacional,Desalación,2014,159.569
00,Total Nacional,Desalación,2013,131.132
00,Total Nacional,Desalación,2012,102.665
00,Total Nacional,Desalación,2011,127.878
00,Total Nacional,Desalación,2010,105.968
00,Total Nacional,Desalación,2009,103.388
00,Total Nacional,Desalación,2008,100.450
00,Total Nacional,Desalación,2007,129.396
00,Total Nacional,Desalación,2006,107.850
00,Total Nacional,Desalación,2005,107.114
00,Total Nacional,Desalación,2004,119.824
00,Total Nacional,Desalación,2003,128.217
00,Total Nacional,Desalación,2002,128.927
00,Total Nacional,Desalación,2001,118.450
00,Total Nacional,Desalación,2000,85.572
01,Andalucía,Total,2022,457.514
01,Andalucía,Total,2020,590.918
01,Andalucía,Total,2018,600.535
01,Andalucía,Total,2016,612.671
01,Andalucía,Total,2014,583.899
01,Andalucía,Total,2013,640.220
01,Andalucía,Total,2012,610.179
01,Andalucía,Total,2011,562.323
01,Andalucía,Total,2010,573.925
01,Andalucía,Total,2009,625.878
01,Andalucía,Total,2008,550.577
01,Andalucía,Total,2007,586.986
01,Andalucía,Total,2006,678.959
01,Andalucía,Total,2005,779.698
01,Andalucía,Total,2004,772.806
01,Andalucía,Total,2003,676.710
01,Andalucía,Total,2002,708.812
01,Andalucía,Total,2001,706.776
01,Andalucía,Total,2000,628.876
01,Andalucía,Aguas superficiales,2022,261.335
01,Andalucía,Aguas superficiales,2020,361.369
01,Andalucía,Aguas superficiales,2018,364.271
01,Andalucía,Aguas superficiales,2016,336.107
01,Andalucía,Aguas superficiales,2014,356.840
01,Andalucía,Aguas superficiales,2013,331.069
01,Andalucía,Aguas superficiales,2012,337.180
01,Andalucía,Aguas superficiales,2011,301.187
01,Andalucía,Aguas superficiales,2010,344.652
01,Andalucía,Aguas superficiales,2009,392.699
01,Andalucía,Aguas superficiales,2008,332.034
01,Andalucía,Aguas superficiales,2007,367.094
01,Andalucía,Aguas superficiales,2006,475.485
01,Andalucía,Aguas superficiales,2005,497.294
01,Andalucía,Aguas superficiales,2004,528.170
01,Andalucía,Aguas superficiales,2003,503.639
01,Andalucía,Aguas superficiales,2002,497.636
01,Andalucía,Aguas superficiales,2001,525.574
01,Andalucía,Aguas superficiales,2000,482.584
01,Andalucía,Aguas subterráneas,2022,178.375
01,Andalucía,Aguas subterráneas,2020,217.914
01,Andalucía,Aguas subterráneas,2018,220.990
01,Andalucía,Aguas subterráneas,2016,262.459
01,Andalucía,Aguas subterráneas,2014,213.478
01,Andalucía,Aguas subterráneas,2013,302.560
01,Andalucía,Aguas subterráneas,2012,250.593
01,Andalucía,Aguas subterráneas,2011,249.698
01,Andalucía,Aguas subterráneas,2010,227.524
01,Andalucía,Aguas subterráneas,2009,216.448
01,Andalucía,Aguas subterráneas,2008,212.270
01,Andalucía,Aguas subterráneas,2007,205.188
01,Andalucía,Aguas subterráneas,2006,196.448
01,Andalucía,Aguas subterráneas,2005,282.404
01,Andalucía,Aguas subterráneas,2004,242.861
01,Andalucía,Aguas subterráneas,2003,169.926
01,Andalucía,Aguas subterráneas,2002,208.233
01,Andalucía,Aguas subterráneas,2001,178.615
01,Andalucía,Aguas subterráneas,2000,144.169
01,Andalucía,Desalación,2022,17.805
01,Andalucía,Desalación,2020,11.635
01,Andalucía,Desalación,2018,15.274
01,Andalucía,Desalación,2016,14.105
01,Andalucía,Desalación,2014,13.581
01,Andalucía,Desalación,2013,6.591
01,Andalucía,Desalación,2012,22.406
01,Andalucía,Desalación,2011,11.438
01,Andalucía,Desalación,2010,1.749
01,Andalucía,Desalación,2009,16.731
01,Andalucía,Desalación,2008,6.273
01,Andalucía,Desalación,2007,14.704
01,Andalucía,Desalación,2006,7.026
01,Andalucía,Desalación,2005,0
01,Andalucía,Desalación,2004,1.775
01,Andalucía,Desalación,2003,3.145
01,Andalucía,Desalación,2002,2.943
01,Andalucía,Desalación,2001,2.587
01,Andalucía,Desalación,2000,2.123
02,Aragón,Total,2022,160.424
02,Aragón,Total,2020,128.134
02,Aragón,Total,2018,108.880
02,Aragón,Total,2016,248.544
02,Aragón,Total,2014,241.843
02,Aragón,Total,2013,180.839
02,Aragón,Total,2012,233.520
02,Aragón,Total,2011,93.312
02,Aragón,Total,2010,94.799
02,Aragón,Total,2009,103.556
02,Aragón,Total,2008,85.417
02,Aragón,Total,2007,75.108
02,Aragón,Total,2006,70.171
02,Aragón,Total,2005,126.266
02,Aragón,Total,2004,108.115
02,Aragón,Total,2003,105.481
02,Aragón,Total,2002,76.605
02,Aragón,Total,2001,65.260
02,Aragón,Total,2000,60.601
02,Aragón,Aguas superficiales,2022,156.554
02,Aragón,Aguas superficiales,2020,122.278
02,Aragón,Aguas superficiales,2018,99.586
02,Aragón,Aguas superficiales,2016,238.403
02,Aragón,Aguas superficiales,2014,227.166
02,Aragón,Aguas superficiales,2013,178.137
02,Aragón,Aguas superficiales,2012,227.047
02,Aragón,Aguas superficiales,2011,86.126
02,Aragón,Aguas superficiales,2010,86.070
02,Aragón,Aguas superficiales,2009,94.694
02,Aragón,Aguas superficiales,2008,76.357
02,Aragón,Aguas superficiales,2007,63.773
02,Aragón,Aguas superficiales,2006,64.740
02,Aragón,Aguas superficiales,2005,117.217
02,Aragón,Aguas superficiales,2004,95.299
02,Aragón,Aguas superficiales,2003,92.345
02,Aragón,Aguas superficiales,2002,65.707
02,Aragón,Aguas superficiales,2001,54.551
02,Aragón,Aguas superficiales,2000,51.142
02,Aragón,Aguas subterráneas,2022,3.870
02,Aragón,Aguas subterráneas,2020,5.856
02,Aragón,Aguas subterráneas,2018,9.294
02,Aragón,Aguas subterráneas,2016,10.141
02,Aragón,Aguas subterráneas,2014,14.677
02,Aragón,Aguas subterráneas,2013,2.702
02,Aragón,Aguas subterráneas,2012,6.473
02,Aragón,Aguas subterráneas,2011,7.186
02,Aragón,Aguas subterráneas,2010,8.729
02,Aragón,Aguas subterráneas,2009,8.862
02,Aragón,Aguas subterráneas,2008,9.060
02,Aragón,Aguas subterráneas,2007,11.335
02,Aragón,Aguas subterráneas,2006,5.431
02,Aragón,Aguas subterráneas,2005,9.049
02,Aragón,Aguas subterráneas,2004,12.816
02,Aragón,Aguas subterráneas,2003,13.136
02,Aragón,Aguas subterráneas,2002,10.898
02,Aragón,Aguas subterráneas,2001,10.709
02,Aragón,Aguas subterráneas,2000,9.459
02,Aragón,Desalación,2022,0
02,Aragón,Desalación,2020,0
02,Aragón,Desalación,2018,0
02,Aragón,Desalación,2016,0
02,Aragón,Desalación,2014,0
02,Aragón,Desalación,2013,0
02,Aragón,Desalación,2012,0
02,Aragón,Desalación,2011,0
02,Aragón,Desalación,2010,0
02,Aragón,Desalación,2009,0
02,Aragón,Desalación,2008,0
02,Aragón,Desalación,2007,0
02,Aragón,Desalación,2006,0
02,Aragón,Desalación,2005,0
02,Aragón,Desalación,2004,0
02,Aragón,Desalación,2003,0
02,Aragón,Desalación,2002,0
02,Aragón,Desalación,2001,0
02,Aragón,Desalación,2000,0
03,"Asturias, Principado de",Total,2022,102.168
03,"Asturias, Principado de",Total,2020,91.023
03,"Asturias, Principado de",Total,2018,73.899
03,"Asturias, Principado de",Total,2016,97.907
03,"Asturias, Principado de",Total,2014,161.706
03,"Asturias, Principado de",Total,2013,207.539
03,"Asturias, Principado de",Total,2012,147.135
03,"Asturias, Principado de",Total,2011,149.213
03,"Asturias, Principado de",Total,2010,158.505
03,"Asturias, Principado de",Total,2009,151.757
03,"Asturias, Principado de",Total,2008,128.118
03,"Asturias, Principado de",Total,2007,122.445
03,"Asturias, Principado de",Total,2006,84.198
03,"Asturias, Principado de",Total,2005,130.126
03,"Asturias, Principado de",Total,2004,116.525
03,"Asturias, Principado de",Total,2003,91.384
03,"Asturias, Principado de",Total,2002,89.914
03,"Asturias, Principado de",Total,2001,87.224
03,"Asturias, Principado de",Total,2000,79.780
03,"Asturias, Principado de",Aguas superficiales,2022,72.202
03,"Asturias, Principado de",Aguas superficiales,2020,64.539
03,"Asturias, Principado de",Aguas superficiales,2018,65.368
03,"Asturias, Principado de",Aguas superficiales,2016,74.613
03,"Asturias, Principado de",Aguas superficiales,2014,140.236
03,"Asturias, Principado de",Aguas superficiales,2013,178.431
03,"Asturias, Principado de",Aguas superficiales,2012,119.296
03,"Asturias, Principado de",Aguas superficiales,2011,140.305
03,"Asturias, Principado de",Aguas superficiales,2010,147.373
03,"Asturias, Principado de",Aguas superficiales,2009,138.156
03,"Asturias, Principado de",Aguas superficiales,2008,107.628
03,"Asturias, Principado de",Aguas superficiales,2007,101.065
03,"Asturias, Principado de",Aguas superficiales,2006,63.002
03,"Asturias, Principado de",Aguas superficiales,2005,95.747
03,"Asturias, Principado de",Aguas superficiales,2004,96.262
03,"Asturias, Principado de",Aguas superficiales,2003,76.349
03,"Asturias, Principado de",Aguas superficiales,2002,77.202
03,"Asturias, Principado de",Aguas superficiales,2001,76.129
03,"Asturias, Principado de",Aguas superficiales,2000,67.676
03,"Asturias, Principado de",Aguas subterráneas,2022,29.967
03,"Asturias, Principado de",Aguas subterráneas,2020,26.484
03,"Asturias, Principado de",Aguas subterráneas,2018,8.531
03,"Asturias, Principado de",Aguas subterráneas,2016,23.294
03,"Asturias, Principado de",Aguas subterráneas,2014,21.470
03,"Asturias, Principado de",Aguas subterráneas,2013,29.108
03,"Asturias, Principado de",Aguas subterráneas,2012,27.839
03,"Asturias, Principado de",Aguas subterráneas,2011,8.908
03,"Asturias, Principado de",Aguas subterráneas,2010,11.132
03,"Asturias, Principado de",Aguas subterráneas,2009,13.601
03,"Asturias, Principado de",Aguas subterráneas,2008,20.490
03,"Asturias, Principado de",Aguas subterráneas,2007,21.380
03,"Asturias, Principado de",Aguas subterráneas,2006,21.196
03,"Asturias, Principado de",Aguas subterráneas,2005,34.379
03,"Asturias, Principado de",Aguas subterráneas,2004,20.263
03,"Asturias, Principado de",Aguas subterráneas,2003,15.035
03,"Asturias, Principado de",Aguas subterráneas,2002,12.592
03,"Asturias, Principado de",Aguas subterráneas,2001,11.095
03,"Asturias, Principado de",Aguas subterráneas,2000,12.104
03,"Asturias, Principado de",Desalación,2022,0
03,"Asturias, Principado de",Desalación,2020,0
03,"Asturias, Principado de",Desalación,2018,0
03,"Asturias, Principado de",Desalación,2016,0
03,"Asturias, Principado de",Desalación,2014,0
03,"Asturias, Principado de",Desalación,2013,0
03,"Asturias, Principado de",Desalación,2012,0
03,"Asturias, Principado de",Desalación,2011,0
03,"Asturias, Principado de",Desalación,2010,0
03,"Asturias, Principado de",Desalación,2009,0
03,"Asturias, Principado de",Desalación,2008,0
03,"Asturias, Principado de",Desalación,2007,0
03,"Asturias, Principado de",Desalación,2006,0
03,"Asturias, Principado de",Desalación,2005,0
03,"Asturias, Principado de",Desalación,2004,0
03,"Asturias, Principado de",Desalación,2003,0
03,"Asturias, Principado de",Desalación,2002,120
03,"Asturias, Principado de",Desalación,2001,0
03,"Asturias, Principado de",Desalación,2000,0
04,"Balears, Illes",Total,2022,71.556
04,"Balears, Illes",Total,2020,75.897
04,"Balears, Illes",Total,2018,96.072
04,"Balears, Illes",Total,2016,92.817
04,"Balears, Illes",Total,2014,110.406
04,"Balears, Illes",Total,2013,108.873
04,"Balears, Illes",Total,2012,61.926
04,"Balears, Illes",Total,2011,69.586
04,"Balears, Illes",Total,2010,80.421
04,"Balears, Illes",Total,2009,79.502
04,"Balears, Illes",Total,2008,86.700
04,"Balears, Illes",Total,2007,81.271
04,"Balears, Illes",Total,2006,74.892
04,"Balears, Illes",Total,2005,85.626
04,"Balears, Illes",Total,2004,87.807
04,"Balears, Illes",Total,2003,67.102
04,"Balears, Illes",Total,2002,68.206
04,"Balears, Illes",Total,2001,61.732
04,"Balears, Illes",Total,2000,76.210
04,"Balears, Illes",Aguas superficiales,2022,14.785
04,"Balears, Illes",Aguas superficiales,2020,14.671
04,"Balears, Illes",Aguas superficiales,2018,11.532
04,"Balears, Illes",Aguas superficiales,2016,4.955
04,"Balears, Illes",Aguas superficiales,2014,11.561
04,"Balears, Illes",Aguas superficiales,2013,8.487
04,"Balears, Illes",Aguas superficiales,2012,11.088
04,"Balears, Illes",Aguas superficiales,2011,10.689
04,"Balears, Illes",Aguas superficiales,2010,24.057
04,"Balears, Illes",Aguas superficiales,2009,21.651
04,"Balears, Illes",Aguas superficiales,2008,14.751
04,"Balears, Illes",Aguas superficiales,2007,18.603
04,"Balears, Illes",Aguas superficiales,2006,25.932
04,"Balears, Illes",Aguas superficiales,2005,22.898
04,"Balears, Illes",Aguas superficiales,2004,36.588
04,"Balears, Illes",Aguas superficiales,2003,16.854
04,"Balears, Illes",Aguas superficiales,2002,21.905
04,"Balears, Illes",Aguas superficiales,2001,16.343
04,"Balears, Illes",Aguas superficiales,2000,22.525
04,"Balears, Illes",Aguas subterráneas,2022,42.881
04,"Balears, Illes",Aguas subterráneas,2020,45.781
04,"Balears, Illes",Aguas subterráneas,2018,77.076
04,"Balears, Illes",Aguas subterráneas,2016,79.307
04,"Balears, Illes",Aguas subterráneas,2014,82.268
04,"Balears, Illes",Aguas subterráneas,2013,76.578
04,"Balears, Illes",Aguas subterráneas,2012,50.838
04,"Balears, Illes",Aguas subterráneas,2011,46.264
04,"Balears, Illes",Aguas subterráneas,2010,48.692
04,"Balears, Illes",Aguas subterráneas,2009,48.255
04,"Balears, Illes",Aguas subterráneas,2008,65.497
04,"Balears, Illes",Aguas subterráneas,2007,55.846
04,"Balears, Illes",Aguas subterráneas,2006,41.289
04,"Balears, Illes",Aguas subterráneas,2005,53.362
04,"Balears, Illes",Aguas subterráneas,2004,38.765
04,"Balears, Illes",Aguas subterráneas,2003,43.367
04,"Balears, Illes",Aguas subterráneas,2002,43.669
04,"Balears, Illes",Aguas subterráneas,2001,45.038
04,"Balears, Illes",Aguas subterráneas,2000,52.915
04,"Balears, Illes",Desalación,2022,13.890
04,"Balears, Illes",Desalación,2020,15.445
04,"Balears, Illes",Desalación,2018,7.464
04,"Balears, Illes",Desalación,2016,8.555
04,"Balears, Illes",Desalación,2014,16.577
04,"Balears, Illes",Desalación,2013,23.808
04,"Balears, Illes",Desalación,2012,0
04,"Balears, Illes",Desalación,2011,12.633
04,"Balears, Illes",Desalación,2010,7.672
04,"Balears, Illes",Desalación,2009,9.596
04,"Balears, Illes",Desalación,2008,6.452
04,"Balears, Illes",Desalación,2007,6.822
04,"Balears, Illes",Desalación,2006,7.671
04,"Balears, Illes",Desalación,2005,9.366
04,"Balears, Illes",Desalación,2004,12.454
04,"Balears, Illes",Desalación,2003,6.881
04,"Balears, Illes",Desalación,2002,2.632
04,"Balears, Illes",Desalación,2001,351
04,"Balears, Illes",Desalación,2000,770
05,Canarias,Total,2022,235.411
05,Canarias,Total,2020,156.629
05,Canarias,Total,2018,136.016
05,Canarias,Total,2016,136.565
05,Canarias,Total,2014,138.593
05,Canarias,Total,2013,115.299
05,Canarias,Total,2012,127.247
05,Canarias,Total,2011,133.361
05,Canarias,Total,2010,145.573
05,Canarias,Total,2009,140.050
05,Canarias,Total,2008,139.390
05,Canarias,Total,2007,172.922
05,Canarias,Total,2006,129.549
05,Canarias,Total,2005,130.237
05,Canarias,Total,2004,135.486
05,Canarias,Total,2003,127.948
05,Canarias,Total,2002,126.601
05,Canarias,Total,2001,104.166
05,Canarias,Total,2000,107.453
05,Canarias,Aguas superficiales,2022,225
05,Canarias,Aguas superficiales,2020,18
05,Canarias,Aguas superficiales,2018,2.996
05,Canarias,Aguas superficiales,2016,734
05,Canarias,Aguas superficiales,2014,5.404
05,Canarias,Aguas superficiales,2013,9.646
05,Canarias,Aguas superficiales,2012,23.411
05,Canarias,Aguas superficiales,2011,22.534
05,Canarias,Aguas superficiales,2010,47.386
05,Canarias,Aguas superficiales,2009,38.776
05,Canarias,Aguas superficiales,2008,29.544
05,Canarias,Aguas superficiales,2007,33.549
05,Canarias,Aguas superficiales,2006,38.385
05,Canarias,Aguas superficiales,2005,17.881
05,Canarias,Aguas superficiales,2004,18.410
05,Canarias,Aguas superficiales,2003,14.709
05,Canarias,Aguas superficiales,2002,19.118
05,Canarias,Aguas superficiales,2001,14.586
05,Canarias,Aguas superficiales,2000,18.961
05,Canarias,Aguas subterráneas,2022,14.410
05,Canarias,Aguas subterráneas,2020,10.067
05,Canarias,Aguas subterráneas,2018,11.674
05,Canarias,Aguas subterráneas,2016,7.288
05,Canarias,Aguas subterráneas,2014,7.803
05,Canarias,Aguas subterráneas,2013,7.382
05,Canarias,Aguas subterráneas,2012,29.100
05,Canarias,Aguas subterráneas,2011,7.192
05,Canarias,Aguas subterráneas,2010,8.652
05,Canarias,Aguas subterráneas,2009,31.580
05,Canarias,Aguas subterráneas,2008,40.257
05,Canarias,Aguas subterráneas,2007,54.873
05,Canarias,Aguas subterráneas,2006,24.173
05,Canarias,Aguas subterráneas,2005,40.415
05,Canarias,Aguas subterráneas,2004,39.025
05,Canarias,Aguas subterráneas,2003,42.423
05,Canarias,Aguas subterráneas,2002,21.452
05,Canarias,Aguas subterráneas,2001,16.778
05,Canarias,Aguas subterráneas,2000,11.657
05,Canarias,Desalación,2022,220.776
05,Canarias,Desalación,2020,146.544
05,Canarias,Desalación,2018,121.346
05,Canarias,Desalación,2016,128.543
05,Canarias,Desalación,2014,125.386
05,Canarias,Desalación,2013,98.271
05,Canarias,Desalación,2012,74.736
05,Canarias,Desalación,2011,103.635
05,Canarias,Desalación,2010,89.535
05,Canarias,Desalación,2009,69.694
05,Canarias,Desalación,2008,69.589
05,Canarias,Desalación,2007,84.500
05,Canarias,Desalación,2006,66.991
05,Canarias,Desalación,2005,71.941
05,Canarias,Desalación,2004,78.051
05,Canarias,Desalación,2003,70.816
05,Canarias,Desalación,2002,86.031
05,Canarias,Desalación,2001,72.802
05,Canarias,Desalación,2000,76.835
06,Cantabria,Total,2022,15.079
06,Cantabria,Total,2020,41.199
06,Cantabria,Total,2018,35.157
06,Cantabria,Total,2016,38.358
06,Cantabria,Total,2014,41.724
06,Cantabria,Total,2013,40.043
06,Cantabria,Total,2012,43.030
06,Cantabria,Total,2011,42.131
06,Cantabria,Total,2010,45.382
06,Cantabria,Total,2009,50.832
06,Cantabria,Total,2008,28.945
06,Cantabria,Total,2007,41.944
06,Cantabria,Total,2006,25.109
06,Cantabria,Total,2005,65.710
06,Cantabria,Total,2004,63.672
06,Cantabria,Total,2003,80.176
06,Cantabria,Total,2002,78.256
06,Cantabria,Total,2001,76.922
06,Cantabria,Total,2000,76.781
06,Cantabria,Aguas superficiales,2022,11.794
06,Cantabria,Aguas superficiales,2020,24.719
06,Cantabria,Aguas superficiales,2018,16.898
06,Cantabria,Aguas superficiales,2016,16.767
06,Cantabria,Aguas superficiales,2014,36.222
06,Cantabria,Aguas superficiales,2013,14.659
06,Cantabria,Aguas superficiales,2012,16.445
06,Cantabria,Aguas superficiales,2011,14.336
06,Cantabria,Aguas superficiales,2010,8.981
06,Cantabria,Aguas superficiales,2009,5.127
06,Cantabria,Aguas superficiales,2008,23.662
06,Cantabria,Aguas superficiales,2007,35.384
06,Cantabria,Aguas superficiales,2006,23.140
06,Cantabria,Aguas superficiales,2005,62.654
06,Cantabria,Aguas superficiales,2004,57.437
06,Cantabria,Aguas superficiales,2003,71.865
06,Cantabria,Aguas superficiales,2002,74.590
06,Cantabria,Aguas superficiales,2001,68.636
06,Cantabria,Aguas superficiales,2000,72.531
06,Cantabria,Aguas subterráneas,2022,3.285
06,Cantabria,Aguas subterráneas,2020,16.480
06,Cantabria,Aguas subterráneas,2018,18.259
06,Cantabria,Aguas subterráneas,2016,21.591
06,Cantabria,Aguas subterráneas,2014,5.502
06,Cantabria,Aguas subterráneas,2013,25.384
06,Cantabria,Aguas subterráneas,2012,26.585
06,Cantabria,Aguas subterráneas,2011,27.795
06,Cantabria,Aguas subterráneas,2010,36.401
06,Cantabria,Aguas subterráneas,2009,45.705
06,Cantabria,Aguas subterráneas,2008,5.283
06,Cantabria,Aguas subterráneas,2007,6.560
06,Cantabria,Aguas subterráneas,2006,1.969
06,Cantabria,Aguas subterráneas,2005,3.056
06,Cantabria,Aguas subterráneas,2004,6.235
06,Cantabria,Aguas subterráneas,2003,8.311
06,Cantabria,Aguas subterráneas,2002,3.666
06,Cantabria,Aguas subterráneas,2001,8.286
06,Cantabria,Aguas subterráneas,2000,4.250
06,Cantabria,Desalación,2022,0
06,Cantabria,Desalación,2020,0
06,Cantabria,Desalación,2018,0
06,Cantabria,Desalación,2016,0
06,Cantabria,Desalación,2014,0
06,Cantabria,Desalación,2013,0
06,Cantabria,Desalación,2012,0
06,Cantabria,Desalación,2011,0
06,Cantabria,Desalación,2010,0
06,Cantabria,Desalación,2009,0
06,Cantabria,Desalación,2008,0
06,Cantabria,Desalación,2007,0
06,Cantabria,Desalación,2006,0
06,Cantabria,Desalación,2005,0
06,Cantabria,Desalación,2004,0
06,Cantabria,Desalación,2003,0
06,Cantabria,Desalación,2002,0
06,Cantabria,Desalación,2001,0
06,Cantabria,Desalación,2000,0
07,Castilla y León,Total,2022,268.211
07,Castilla y León,Total,2020,230.607
07,Castilla y León,Total,2018,213.609
07,Castilla y León,Total,2016,315.365
07,Castilla y León,Total,2014,340.776
07,Castilla y León,Total,2013,393.211
07,Castilla y León,Total,2012,332.531
07,Castilla y León,Total,2011,342.737
07,Castilla y León,Total,2010,326.171
07,Castilla y León,Total,2009,312.727
07,Castilla y León,Total,2008,242.010
07,Castilla y León,Total,2007,209.024
07,Castilla y León,Total,2006,246.166
07,Castilla y León,Total,2005,256.304
07,Castilla y León,Total,2004,271.036
07,Castilla y León,Total,2003,318.827
07,Castilla y León,Total,2002,271.564
07,Castilla y León,Total,2001,264.040
07,Castilla y León,Total,2000,261.795
07,Castilla y León,Aguas superficiales,2022,205.908
07,Castilla y León,Aguas superficiales,2020,194.651
07,Castilla y León,Aguas superficiales,2018,182.375
07,Castilla y León,Aguas superficiales,2016,286.281
07,Castilla y León,Aguas superficiales,2014,316.019
07,Castilla y León,Aguas superficiales,2013,370.835
07,Castilla y León,Aguas superficiales,2012,308.537
07,Castilla y León,Aguas superficiales,2011,322.115
07,Castilla y León,Aguas superficiales,2010,303.817
07,Castilla y León,Aguas superficiales,2009,278.879
07,Castilla y León,Aguas superficiales,2008,194.282
07,Castilla y León,Aguas superficiales,2007,143.973
07,Castilla y León,Aguas superficiales,2006,196.055
07,Castilla y León,Aguas superficiales,2005,193.537
07,Castilla y León,Aguas superficiales,2004,192.470
07,Castilla y León,Aguas superficiales,2003,228.765
07,Castilla y León,Aguas superficiales,2002,236.794
07,Castilla y León,Aguas superficiales,2001,231.964
07,Castilla y León,Aguas superficiales,2000,230.177
07,Castilla y León,Aguas subterráneas,2022,62.303
07,Castilla y León,Aguas subterráneas,2020,35.956
07,Castilla y León,Aguas subterráneas,2018,31.234
07,Castilla y León,Aguas subterráneas,2016,29.084
07,Castilla y León,Aguas subterráneas,2014,24.757
07,Castilla y León,Aguas subterráneas,2013,22.376
07,Castilla y León,Aguas subterráneas,2012,23.994
07,Castilla y León,Aguas subterráneas,2011,20.622
07,Castilla y León,Aguas subterráneas,2010,22.354
07,Castilla y León,Aguas subterráneas,2009,33.848
07,Castilla y León,Aguas subterráneas,2008,47.728
07,Castilla y León,Aguas subterráneas,2007,65.051
07,Castilla y León,Aguas subterráneas,2006,50.111
07,Castilla y León,Aguas subterráneas,2005,62.767
07,Castilla y León,Aguas subterráneas,2004,78.566
07,Castilla y León,Aguas subterráneas,2003,90.062
07,Castilla y León,Aguas subterráneas,2002,34.770
07,Castilla y León,Aguas subterráneas,2001,32.076
07,Castilla y León,Aguas subterráneas,2000,31.618
07,Castilla y León,Desalación,2022,0
07,Castilla y León,Desalación,2020,0
07,Castilla y León,Desalación,2018,0
07,Castilla y León,Desalación,2016,0
07,Castilla y León,Desalación,2014,0
07,Castilla y León,Desalación,2013,0
07,Castilla y León,Desalación,2012,0
07,Castilla y León,Desalación,2011,0
07,Castilla y León,Desalación,2010,0
07,Castilla y León,Desalación,2009,0
07,Castilla y León,Desalación,2008,0
07,Castilla y León,Desalación,2007,0
07,Castilla y León,Desalación,2006,0
07,Castilla y León,Desalación,2005,0
07,Castilla y León,Desalación,2004,0
07,Castilla y León,Desalación,2003,0
07,Castilla y León,Desalación,2002,0
07,Castilla y León,Desalación,2001,0
07,Castilla y León,Desalación,2000,0
08,Castilla - La Mancha,Total,2022,202.045
08,Castilla - La Mancha,Total,2020,131.445
08,Castilla - La Mancha,Total,2018,138.189
08,Castilla - La Mancha,Total,2016,102.584
08,Castilla - La Mancha,Total,2014,138.146
08,Castilla - La Mancha,Total,2013,147.903
08,Castilla - La Mancha,Total,2012,135.389
08,Castilla - La Mancha,Total,2011,147.780
08,Castilla - La Mancha,Total,2010,188.302
