code,region,tipo_de_destino,periodo,total
16,País Vasco,Incineración o aprovechamiento energético,2016,"31,3"
16,País Vasco,Incineración o aprovechamiento energético,2014,"33,2"
16,País Vasco,Incineración o aprovechamiento energético,2013,"35,9"
16,País Vasco,Incineración o aprovechamiento energético,2012,"42,8"
16,País Vasco,Incineración o aprovechamiento energético,2011,..
16,País Vasco,Incineración o aprovechamiento energético,2010,..
16,País Vasco,Incineración o aprovechamiento energético,2009,..
16,País Vasco,Incineración o aprovechamiento energético,2008,..
16,País Vasco,Incineración o aprovechamiento energético,2007,..
16,País Vasco,Incineración o aprovechamiento energético,2006,..
16,País Vasco,Incineración o aprovechamiento energético,2005,..
16,País Vasco,Incineración o aprovechamiento energético,2004,..
16,País Vasco,Incineración o aprovechamiento energético,2003,..
16,País Vasco,Incineración o aprovechamiento energético,2002,..
16,País Vasco,Incineración o aprovechamiento energético,2001,..
16,País Vasco,Incineración o aprovechamiento energético,2000,..
16,País Vasco,Vertedero,2022,"0,0"
16,País Vasco,Vertedero,2020,"0,0"
16,País Vasco,Vertedero,2018,"7,8"
16,País Vasco,Vertedero,2016,"9,3"
16,País Vasco,Vertedero,2014,"18,8"
16,País Vasco,Vertedero,2013,"18,0"
16,País Vasco,Vertedero,2012,"23,0"
16,País Vasco,Vertedero,2011,..
16,País Vasco,Vertedero,2010,..
16,País Vasco,Vertedero,2009,..
16,País Vasco,Vertedero,2008,..
16,País Vasco,Vertedero,2007,..
16,País Vasco,Vertedero,2006,..
16,País Vasco,Vertedero,2005,..
16,País Vasco,Vertedero,2004,..
16,País Vasco,Vertedero,2003,..
16,País Vasco,Vertedero,2002,..
16,País Vasco,Vertedero,2001,..
16,País Vasco,Vertedero,2000,..
17,"Rioja, La","Agricultura, silvicultura y jardinería",2022,"100,0"
17,"Rioja, La","Agricultura, silvicultura y jardinería",2020,"100,0"
17,"Rioja, La","Agricultura, silvicultura y jardinería",2018,"100,0"
17,"Rioja, La","Agricultura, silvicultura y jardinería",2016,"100,0"
17,"Rioja, La","Agricultura, silvicultura y jardinería",2014,"100,0"
17,"Rioja, La","Agricultura, silvicultura y jardinería",2013,"100,0"
17,"Rioja, La","Agricultura, silvicultura y jardinería",2012,"100,0"
17,"Rioja, La","Agricultura, silvicultura y jardinería",2011,..
17,"Rioja, La","Agricultura, silvicultura y jardinería",2010,..
17,"Rioja, La","Agricultura, silvicultura y jardinería",2009,..
17,"Rioja, La","Agricultura, silvicultura y jardinería",2008,..
17,"Rioja, La","Agricultura, silvicultura y jardinería",2007,..
17,"Rioja, La","Agricultura, silvicultura y jardinería",2006,..
17,"Rioja, La","Agricultura, silvicultura y jardinería",2005,..
17,"Rioja, La","Agricultura, silvicultura y jardinería",2004,..
17,"Rioja, La","Agricultura, silvicultura y jardinería",2003,..
17,"Rioja, La","Agricultura, silvicultura y jardinería",2002,..
17,"Rioja, La","Agricultura, silvicultura y jardinería",2001,..
17,"Rioja, La","Agricultura, silvicultura y jardinería",2000,..
17,"Rioja, La",Incineración o aprovechamiento energético,2022,"0,0"
17,"Rioja, La",Incineración o aprovechamiento energético,2020,"0,0"
17,"Rioja, La",Incineración o aprovechamiento energético,2018,"0,0"
17,"Rioja, La",Incineración o aprovechamiento energético,2016,"0,0"
17,"Rioja, La",Incineración o aprovechamiento energético,2014,"0,0"
17,"Rioja, La",Incineración o aprovechamiento energético,2013,"0,0"
17,"Rioja, La",Incineración o aprovechamiento energético,2012,"0,0"
17,"Rioja, La",Incineración o aprovechamiento energético,2011,..
17,"Rioja, La",Incineración o aprovechamiento energético,2010,..
17,"Rioja, La",Incineración o aprovechamiento energético,2009,..
17,"Rioja, La",Incineración o aprovechamiento energético,2008,..
17,"Rioja, La",Incineración o aprovechamiento energético,2007,..
17,"Rioja, La",Incineración o aprovechamiento energético,2006,..
17,"Rioja, La",Incineración o aprovechamiento energético,2005,..
17,"Rioja, La",Incineración o aprovechamiento energético,2004,..
17,"Rioja, La",Incineración o aprovechamiento energético,2003,..
17,"Rioja, La",Incineración o aprovechamiento energético,2002,..
17,"Rioja, La",Incineración o aprovechamiento energético,2001,..
17,"Rioja, La",Incineración o aprovechamiento energético,2000,..
17,"Rioja, La",Vertedero,2022,"0,0"
17,"Rioja, La",Vertedero,2020,"0,0"
17,"Rioja, La",Vertedero,2018,"0,0"
17,"Rioja, La",Vertedero,2016,"0,0"
17,"Rioja, La",Vertedero,2014,"0,0"
17,"Rioja, La",Vertedero,2013,"0,0"
17,"Rioja, La",Vertedero,2012,"0,0"
17,"Rioja, La",Vertedero,2011,..
17,"Rioja, La",Vertedero,2010,..
17,"Rioja, La",Vertedero,2009,..
17,"Rioja, La",Vertedero,2008,..
17,"Rioja, La",Vertedero,2007,..
17,"Rioja, La",Vertedero,2006,..
17,"Rioja, La",Vertedero,2005,..
17,"Rioja, La",Vertedero,2004,..
17,"Rioja, La",Vertedero,2003,..
17,"Rioja, La",Vertedero,2002,..
17,"Rioja, La",Vertedero,2001,..
17,"Rioja, La",Vertedero,2000,..
18,Ceuta y Melilla,"Agricultura, silvicultura y jardinería",2022,"0,0"
18,Ceuta y Melilla,"Agricultura, silvicultura y jardinería",2020,"0,0"
18,Ceuta y Melilla,"Agricultura, silvicultura y jardinería",2018,"0,0"
18,Ceuta y Melilla,"Agricultura, silvicultura y jardinería",2016,"0,0"
18,Ceuta y Melilla,"Agricultura, silvicultura y jardinería",2014,"0,0"
18,Ceuta y Melilla,"Agricultura, silvicultura y jardinería",2013,"0,0"
18,Ceuta y Melilla,"Agricultura, silvicultura y jardinería",2012,"0,0"
18,Ceuta y Melilla,"Agricultura, silvicultura y jardinería",2011,..
18,Ceuta y Melilla,"Agricultura, silvicultura y jardinería",2010,..
18,Ceuta y Melilla,"Agricultura, silvicultura y jardinería",2009,..
18,Ceuta y Melilla,"Agricultura, silvicultura y jardinería",2008,..
18,Ceuta y Melilla,"Agricultura, silvicultura y jardinería",2007,..
18,Ceuta y Melilla,"Agricultura, silvicultura y jardinería",2006,..
18,Ceuta y Melilla,"Agricultura, silvicultura y jardinería",2005,..
18,Ceuta y Melilla,"Agricultura, silvicultura y jardinería",2004,..
18,Ceuta y Melilla,"Agricultura, silvicultura y jardinería",2003,..
18,Ceuta y Melilla,"Agricultura, silvicultura y jardinería",2002,..
18,Ceuta y Melilla,"Agricultura, silvicultura y jardinería",2001,..
18,Ceuta y Melilla,"Agricultura, silvicultura y jardinería",2000,..
18,Ceuta y Melilla,Incineración o aprovechamiento energético,2022,"100,0"
18,Ceuta y Melilla,Incineración o aprovechamiento energético,2020,"100,0"
18,Ceuta y Melilla,Incineración o aprovechamiento energético,2018,"100,0"
18,Ceuta y Melilla,Incineración o aprovechamiento energético,2016,"100,0"
18,Ceuta y Melilla,Incineración o aprovechamiento energético,2014,"100,0"
18,Ceuta y Melilla,Incineración o aprovechamiento energético,2013,"0,0"
18,Ceuta y Melilla,Incineración o aprovechamiento energético,2012,"0,0"
18,Ceuta y Melilla,Incineración o aprovechamiento energético,2011,..
18,Ceuta y Melilla,Incineración o aprovechamiento energético,2010,..
18,Ceuta y Melilla,Incineración o aprovechamiento energético,2009,..
18,Ceuta y Melilla,Incineración o aprovechamiento energético,2008,..
18,Ceuta y Melilla,Incineración o aprovechamiento energético,2007,..
18,Ceuta y Melilla,Incineración o aprovechamiento energético,2006,..
18,Ceuta y Melilla,Incineración o aprovechamiento energético,2005,..
18,Ceuta y Melilla,Incineración o aprovechamiento energético,2004,..
18,Ceuta y Melilla,Incineración o aprovechamiento energético,2003,..
18,Ceuta y Melilla,Incineración o aprovechamiento energético,2002,..
18,Ceuta y Melilla,Incineración o aprovechamiento energético,2001,..
18,Ceuta y Melilla,Incineración o aprovechamiento energético,2000,..
18,Ceuta y Melilla,Vertedero,2022,"0,0"
18,Ceuta y Melilla,Vertedero,2020,"0,0"
18,Ceuta y Melilla,Vertedero,2018,"0,0"
18,Ceuta y Melilla,Vertedero,2016,"0,0"
18,Ceuta y Melilla,Vertedero,2014,"0,0"
18,Ceuta y Melilla,Vertedero,2013,"100,0"
18,Ceuta y Melilla,Vertedero,2012,"100,0"
18,Ceuta y Melilla,Vertedero,2011,..
18,Ceuta y Melilla,Vertedero,2010,..
18,Ceuta y Melilla,Vertedero,2009,..
18,Ceuta y Melilla,Vertedero,2008,..
18,Ceuta y Melilla,Vertedero,2007,..
18,Ceuta y Melilla,Vertedero,2006,..
18,Ceuta y Melilla,Vertedero,2005,..
18,Ceuta y Melilla,Vertedero,2004,..
18,Ceuta y Melilla,Vertedero,2003,..
18,Ceuta y Melilla,Vertedero,2002,..
18,Ceuta y Melilla,Vertedero,2001,..
18,Ceuta y Melilla,Vertedero,2000,..
